,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
11,India,Software Engineering,,Software Engineer 2,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",770915,2020-01-08T11:03:00,,Core Services Engineering and Operations builds and manages the critical products and services that Microsoft runs on. We boldly pursue big ideas that power transformational advances at Microsoft and,2020-01-08T11:05:34.534000,Telangana,61,,,,770915,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
12,Canada,Account Management,,Enterprise Account Executive - Multiple Industries,"['Mississauga, Ontario, Canada']",,,Experienced professionals,en_us,"[{'location': 'Mississauga, Ontario, Canada'}]",796743,2020-02-19T07:11:00,,The focus of the Services Account Executive role is to develop &amp; close opportunities that deliver industry-aligned digital transformation solutions that enable customer outcomes. Key,2020-02-19T07:37:15.688000,Ontario,63,,,,796743,True,['external'],0.0,"Mississauga, Ontario, Canada",Sales,
13,Japan,Licensing,,Solution Assessment Specialist,"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",787629,2020-02-03T14:37:00,,Solution Assesment,2020-02-03T14:40:46.273000,Tokyo-to,61,,,,787629,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Sales,
14,United States,Software Engineering,,Senior Software Engineer - Azure OneDeploy,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",795680,2020-02-22T15:53:00,,"Do you want to work in a team that&rsquo;s at the heart of the Microsoft&rsquo;s public Elastic Compute and Storage cloud, as well as Microsoft&rsquo;s private Bing cloud? The three key services a",2020-02-22T15:54:32.781000,Georgia,63,,,,795680,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
15,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798578,2020-02-23T02:14:00,,"Every once in a while, a job comes along with the opportunity to positively affect the productivity and experience of all engineers working at Microsoft. If you&rsquo;ve been waiting for such a",2020-02-23T02:16:30.968000,Washington,61,,,,798578,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
16,United States,Program Management,,Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",796686,2020-02-23T02:23:00,,The 1ES (One Engineering System) Security Tooling team is looking for a Program Manager to define and drive creation of developer tooling to ensure that Microsoft teams can easily develop secure and,2020-02-23T02:29:31.876000,Washington,59,,,,796686,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
17,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",772457,2020-01-15T18:06:00,,"Our VisionThe vision of the Azure Production Infrastructure Engineering (PIE) group is to make it easy for everyone to create, consume, and manage planetary-scale, reliable cloud production services",2020-01-15T18:09:34.393000,Washington,63,,,,772457,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
18,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",776632,2020-01-27T16:47:00,,"Do you want to be part of a world-class team that&rsquo;s building a high performance and high scale solution that will enable our customers to track their offerings? If so, the Azure PIE team is",2020-01-27T17:23:32.692000,Washington,63,,,,776632,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
19,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798458,2020-02-22T05:33:00,,"Security is a topic you read about every day, and securing the Cloud is more important than ever. Business and governments are under constant threat from a variety of actors, and they are moving to",2020-02-22T06:45:32.517000,Washington,62,,,,798458,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
20,United Kingdom,Business Development,,Industry Executive - Manufacturing / Engineering,"['Reading, Berkshire, United Kingdom']",,,Experienced professionals,en_us,"[{'location': 'Reading, Berkshire, United Kingdom'}]",796445,2020-02-22T06:28:00,,Industries are digitally transforming and the Industry Executive (IE) role is at the leading edge of this transformation journey with our customers. The goal of the Industry Executive (IE) is leading,2020-02-22T09:20:32.920000,Berkshire,64,,,,796445,True,['external'],0.0,"Reading, Berkshire, United Kingdom",Business Development & Strategy,
21,United States,Software Engineering,,Senior Electrical Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",797164,2020-02-20T19:06:00,,"Do you want to define the next generation of hardware innovation in devices for Microsoft Teams? Enable the best quality audio, video in Teams calls and meetings? Create breakthrough collaboration",2020-02-23T13:55:10.627000,Washington,64,,,,797164,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
22,Taiwan,Software Engineering,,Senior RF Engineer,"['Taipei, Taipei City, Taiwan']",,,Experienced professionals,en_us,"[{'location': 'Taipei, Taipei City, Taiwan'}]",798418,2020-02-23T12:15:00,,Are you passionate about building cool devices and technologies? We focus on bringing to life Microsoft experiences with touch first computing. A fundamental part of our strategy is having desirable,2020-02-23T13:17:31.588000,Taipei City,63,,,,798418,True,['external'],0.0,"Taipei, Taipei City, Taiwan",Engineering,
23,China,Support Engineering,,Partner Technical Advisor,"['Shanghai, Shanghai, China']",,,Experienced professionals,en_us,"[{'location': 'Shanghai, Shanghai, China'}]",795737,2020-02-23T13:29:00,,Partner Technical Advisors (PTA) are responsible for ensuring the development of Outsourced Support Engineers (SE) technical capabilities; ensuring customers are receiving prompt and insightful,2020-02-23T13:31:33.247000,Shanghai,58,,,,795737,True,['external'],0.0,"Shanghai, Shanghai, China",Services,
24,Malaysia,Support Delivery,,Premier Field Engineer- SCCM/AD/Azure,"['Kuala Lumpur, Selangor, Malaysia']",,,Experienced professionals,en_us,"[{'location': 'Kuala Lumpur, Selangor, Malaysia'}]",795946,2020-02-24T17:03:00,,"Are you looking to join a team where you help customers use the latest technology, where you receive cutting edge training and where you&rsquo;re empowered to make a difference? We need enthusiastic",2020-02-24T17:06:36.929000,Selangor,60,,,,795946,True,['external'],0.0,"Kuala Lumpur, Selangor, Malaysia",Services,
25,United States,Service Engineering,,Site Reliability Engineer II - CTJ,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",683566,2019-12-12T22:44:00,,Are you passionate about cloud technology?  Do you want to learn the core of what matters in building a cloud service from the best people in the industry? The Power BI group is building,2019-12-12T22:48:42.065000,Washington,62,,,,683566,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
26,United States,Software Engineering,,Software Engineer II - CTJ,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",674963,2019-07-29T20:33:00,,"Microsoft bets on Artificial Intelligence as the next growth opportunity for the company. Bing, Cortana, Office 365 and MS Research are in the forefront in applying Deep Learning to Natural Language",2019-07-29T20:36:33.583000,Washington,61,,,,674963,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
27,United States,Software Engineering,,Principal Software Engineering Manager - CTJ,"['Reston, Virginia, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}]",747130,2019-11-20T22:42:00,,Be a part of the digital transformation revolution! The Internet of Things (IoT) is changing the business landscape and Microsoft has emerged as a leading innovator in this field. The Azure IoT team,2019-11-20T22:46:36.599000,Virginia,66,,,,747130,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
28,United States,Software Engineering,,Senior Software Engineer - CTJ,"['Reston, Virginia, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}]",747126,2019-11-20T22:49:00,,Be a part of the digital transformation revolution! The Internet of Things (IoT) is changing the business landscape and Microsoft has emerged as a leading innovator in this field. The Azure IoT team,2019-11-20T22:57:32.909000,Virginia,64,,,,747126,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
29,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",796848,2020-02-24T18:07:00,,"Are you looking to add cloud experience onto your resume? Are you excited to be at the forefront of software as a service, especially for the highly profitable and high growth enterprise customers?",2020-02-24T18:16:33.064000,Washington,60,,,,796848,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
30,United States,Software Development,,Senior SWFW Engineer,"['Sunnyvale, California, United States']",,,Experienced professionals,en_us,"[{'location': 'Sunnyvale, California, United States'}]",795458,2020-02-24T17:51:00,,Microsoft Devices Software team is on a journey to create new experiences with Surface Duo. We believe in building devices that fully express the Microsoft vision. Fundamental part of our strategy is,2020-02-24T17:55:34.519000,California,64,,,,795458,True,['external'],0.0,"Sunnyvale, California, United States",Engineering,
31,Mexico,Customer Success Technology Solutions,,Customer Success Engagement Lead,"['Mexico City, México, Mexico']",,,Experienced professionals,en_us,"[{'location': 'Mexico City, México, Mexico'}]",795685,2020-02-24T18:24:00,,Microsoft mission is to empower every person and every organization on the planet to achieve more. This mission is ambitious and at the core of what our customers and employees care deeply about. We,2020-02-24T19:09:36.020000,México,65,,,,795685,True,['external'],0.0,"Mexico City, México, Mexico",Customer Success,
32,United States,Support Engineering,,Support Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",795614,2020-02-24T18:51:00,,"Make Microsoft Advertising Technical Support part of your career story! Microsoft Advertising is the destination for experienced, collaborative, and passionate digital advertising professionals",2020-02-24T18:55:34.155000,Washington,61,,,,795614,True,['external'],0.0,"Bellevue, Washington, United States",Services,
33,United States,Software Engineering,,Senior Site Reliability Engineer - CTJ,"['Reston, Virginia, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}]",787003,2020-02-05T20:47:00,,"Azure Machine Learning Services is a set of services that enable Azure customers to build end to end machine learning experience: data processing for ML, training on data, Multiple popular frameworks",2020-02-05T20:51:08.665000,Virginia,64,,,,787003,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
